Freq.	Vout    phase
1.71483754005812e+01	9.99535843896926e-01,-2.15392818400676e-02
1.72676517840714e+01	9.99529367568591e-01,-2.16889588621347e-02
1.73877578004175e+01	9.99522800919771e-01,-2.18396740192393e-02
1.75086992201724e+01	9.99516142692047e-01,-2.19914344702412e-02
1.76304818540263e+01	9.99509391609498e-01,-2.21442474224949e-02
1.77531115530861e+01	9.99502546378466e-01,-2.22981201321596e-02
1.78765942091561e+01	9.99495605687302e-01,-2.24530599045107e-02
1.80009357550215e+01	9.99488568206121e-01,-2.26090740942535e-02
1.81261421647334e+01	9.99481432586550e-01,-2.27661701058378e-02
1.82522194538954e+01	9.99474197461470e-01,-2.29243553937744e-02
1.83791736799531e+01	9.99466861444760e-01,-2.30836374629527e-02
1.85070109424852e+01	9.99459423131028e-01,-2.32440238689612e-02
1.86357373834959e+01	9.99451881095350e-01,-2.34055222184078e-02
1.87653591877107e+01	9.99444233892997e-01,-2.35681401692430e-02
1.88958825828731e+01	9.99436480059162e-01,-2.37318854310842e-02
1.90273138400441e+01	9.99428618108681e-01,-2.38967657655414e-02
1.91596592739035e+01	9.99420646535752e-01,-2.40627889865451e-02
1.92929252430528e+01	9.99412563813651e-01,-2.42299629606746e-02
1.94271181503214e+01	9.99404368394440e-01,-2.43982956074894e-02
1.95622444430737e+01	9.99396058708675e-01,-2.45677948998609e-02
1.96983106135193e+01	9.99387633165109e-01,-2.47384688643060e-02
1.98353231990244e+01	9.99379090150391e-01,-2.49103255813227e-02
1.99732887824264e+01	9.99370428028759e-01,-2.50833731857267e-02
2.01122139923499e+01	9.99361645141730e-01,-2.52576198669896e-02
2.02521055035251e+01	9.99352739807788e-01,-2.54330738695792e-02
2.03929700371089e+01	9.99343710322066e-01,-2.56097434933001e-02
2.05348143610071e+01	9.99334554956020e-01,-2.57876370936374e-02
2.06776452902006e+01	9.99325271957106e-01,-2.59667630821006e-02
2.08214696870716e+01	9.99315859548446e-01,-2.61471299265696e-02
2.09662944617345e+01	9.99306315928491e-01,-2.63287461516422e-02
2.11121265723670e+01	9.99296639270686e-01,-2.65116203389828e-02
2.12589730255449e+01	9.99286827723118e-01,-2.66957611276729e-02
2.14068408765785e+01	9.99276879408169e-01,-2.68811772145629e-02
2.15557372298518e+01	9.99266792422163e-01,-2.70678773546253e-02
2.17056692391635e+01	9.99256564835003e-01,-2.72558703613093e-02
2.18566441080711e+01	9.99246194689810e-01,-2.74451651068972e-02
2.20086690902366e+01	9.99235680002549e-01,-2.76357705228617e-02
2.21617514897755e+01	9.99225018761661e-01,-2.78276956002253e-02
2.23158986616072e+01	9.99214208927678e-01,-2.80209493899202e-02
2.24711180118087e+01	9.99203248432840e-01,-2.82155410031501e-02
2.26274169979703e+01	9.99192135180705e-01,-2.84114796117538e-02
2.27848031295539e+01	9.99180867045754e-01,-2.86087744485692e-02
2.29432839682540e+01	9.99169441872992e-01,-2.88074348077993e-02
2.31028671283607e+01	9.99157857477538e-01,-2.90074700453795e-02
2.32635602771258e+01	9.99146111644218e-01,-2.92088895793457e-02
2.34253711351308e+01	9.99134202127142e-01,-2.94117028902044e-02
2.35883074766584e+01	9.99122126649288e-01,-2.96159195213038e-02
2.37523771300656e+01	9.99109882902068e-01,-2.98215490792055e-02
2.39175879781598e+01	9.99097468544898e-01,-3.00286012340590e-02
2.40839479585779e+01	9.99084881204753e-01,-3.02370857199755e-02
2.42514650641672e+01	9.99072118475725e-01,-3.04470123354043e-02
2.44201473433698e+01	9.99059177918566e-01,-3.06583909435103e-02
2.45900029006091e+01	9.99046057060236e-01,-3.08712314725514e-02
2.47610398966791e+01	9.99032753393432e-01,-3.10855439162589e-02
2.49332665491369e+01	9.99019264376123e-01,-3.13013383342172e-02
2.51066911326969e+01	9.99005587431066e-01,-3.15186248522462e-02
2.52813219796290e+01	9.98991719945329e-01,-3.17374136627834e-02
2.54571674801583e+01	9.98977659269795e-01,-3.19577150252680e-02
2.56342360828688e+01	9.98963402718671e-01,-3.21795392665254e-02
2.58125362951090e+01	9.98948947568977e-01,-3.24028967811534e-02
2.59920766834005e+01	9.98934291060044e-01,-3.26277980319081e-02
2.61728658738499e+01	9.98919430392991e-01,-3.28542535500924e-02
2.63549125525633e+01	9.98904362730200e-01,-3.30822739359441e-02
2.65382254660631e+01	9.98889085194791e-01,-3.33118698590251e-02
2.67228134217088e+01	9.98873594870077e-01,-3.35430520586122e-02
2.69086852881198e+01	9.98857888799020e-01,-3.37758313440876e-02
2.70958499956018e+01	9.98841963983683e-01,-3.40102185953311e-02
2.72843165365756e+01	9.98825817384660e-01,-3.42462247631122e-02
2.74740939660091e+01	9.98809445920518e-01,-3.44838608694840e-02
2.76651914018527e+01	9.98792846467214e-01,-3.47231380081764e-02
2.78576180254770e+01	9.98776015857514e-01,-3.49640673449912e-02
2.80513830821141e+01	9.98758950880404e-01,-3.52066601181969e-02
2.82464958813020e+01	9.98741648280490e-01,-3.54509276389245e-02
2.84429657973313e+01	9.98724104757386e-01,-3.56968812915635e-02
2.86408022696962e+01	9.98706316965106e-01,-3.59445325341588e-02
2.88400148035476e+01	9.98688281511436e-01,-3.61938928988076e-02
2.90406129701502e+01	9.98669994957305e-01,-3.64449739920567e-02
2.92426064073419e+01	9.98651453816140e-01,-3.66977874953005e-02
2.94460048199971e+01	9.98632654553223e-01,-3.69523451651790e-02
2.96508179804930e+01	9.98613593585029e-01,-3.72086588339756e-02
2.98570557291789e+01	9.98594267278564e-01,-3.74667404100162e-02
3.00647279748495e+01	9.98574671950686e-01,-3.77266018780672e-02
3.02738446952202e+01	9.98554803867420e-01,-3.79882552997347e-02
3.04844159374071e+01	9.98534659243272e-01,-3.82517128138624e-02
3.06964518184096e+01	9.98514234240519e-01,-3.85169866369310e-02
3.09099625255962e+01	9.98493524968497e-01,-3.87840890634560e-02
3.11249583171943e+01	9.98472527482889e-01,-3.90530324663867e-02
3.13414495227828e+01	9.98451237784982e-01,-3.93238292975037e-02
3.15594465437887e+01	9.98429651820936e-01,-3.95964920878175e-02
3.17789598539863e+01	9.98407765481028e-01,-3.98710334479652e-02
3.20000000000012e+01	9.98385574598894e-01,-4.01474660686084e-02
3.22225776018162e+01	9.98363074950760e-01,-4.04258027208291e-02
3.24467033532821e+01	9.98340262254657e-01,-4.07060562565264e-02
3.26723880226314e+01	9.98317132169636e-01,-4.09882396088117e-02
3.28996424529954e+01	9.98293680294962e-01,-4.12723657924032e-02
3.31284775629253e+01	9.98269902169305e-01,-4.15584479040206e-02
3.33589043469171e+01	9.98245793269916e-01,-4.18464991227775e-02
3.35909338759394e+01	9.98221349011793e-01,-4.21365327105743e-02
3.38245772979654e+01	9.98196564746840e-01,-4.24285620124888e-02
3.40598458385088e+01	9.98171435763008e-01,-4.27226004571671e-02
3.42967508011627e+01	9.98145957283431e-01,-4.30186615572119e-02
3.45353035681430e+01	9.98120124465545e-01,-4.33167589095705e-02
3.47755156008352e+01	9.98093932400201e-01,-4.36169061959215e-02
3.50173984403450e+01	9.98067376110763e-01,-4.39191171830591e-02
3.52609637080529e+01	9.98040450552196e-01,-4.42234057232770e-02
3.55062231061724e+01	9.98013150610138e-01,-4.45297857547499e-02
3.57531884183124e+01	9.97985471099967e-01,-4.48382713019140e-02
3.60018715100433e+01	9.97957406765849e-01,-4.51488764758443e-02
3.62522843294669e+01	9.97928952279777e-01,-4.54616154746321e-02
3.65044389077910e+01	9.97900102240599e-01,-4.57765025837584e-02
3.67583473599065e+01	9.97870851173028e-01,-4.60935521764660e-02
3.70140218849706e+01	9.97841193526644e-01,-4.64127787141299e-02
3.72714747669920e+01	9.97811123674881e-01,-4.67341967466245e-02
3.75307183754216e+01	9.97780635914003e-01,-4.70578209126882e-02
3.77917651657464e+01	9.97749724462063e-01,-4.73836659402866e-02
3.80546276800886e+01	9.97718383457850e-01,-4.77117466469714e-02
3.83193185478072e+01	9.97686606959826e-01,-4.80420779402375e-02
3.85858504861058e+01	9.97654388945044e-01,-4.83746748178769e-02
3.88542363006430e+01	9.97621723308053e-01,-4.87095523683294e-02
3.91244888861477e+01	9.97588603859796e-01,-4.90467257710298e-02
3.93966212270389e+01	9.97555024326481e-01,-4.93862102967522e-02
3.96706463980491e+01	9.97520978348447e-01,-4.97280213079507e-02
3.99465775648532e+01	9.97486459479016e-01,-5.00721742590958e-02
4.02244279847001e+01	9.97451461183324e-01,-5.04186846970078e-02
4.05042110070506e+01	9.97415976837140e-01,-5.07675682611861e-02
4.07859400742180e+01	9.97379999725673e-01,-5.11188406841337e-02
4.10696287220146e+01	9.97343523042359e-01,-5.14725177916783e-02
4.13552905804014e+01	9.97306539887635e-01,-5.18286155032883e-02
4.16429393741435e+01	9.97269043267698e-01,-5.21871498323846e-02
4.19325889234693e+01	9.97231026093246e-01,-5.25481368866475e-02
4.22242531447343e+01	9.97192481178202e-01,-5.29115928683189e-02
4.25179460510901e+01	9.97153401238431e-01,-5.32775340744985e-02
4.28136817531573e+01	9.97113778890426e-01,-5.36459768974360e-02
4.31114744597038e+01	9.97073606649991e-01,-5.40169378248168e-02
4.34113384783273e+01	9.97032876930897e-01,-5.43904334400427e-02
4.37132882161424e+01	9.96991582043530e-01,-5.47664804225059e-02
4.40173381804736e+01	9.96949714193516e-01,-5.51450955478582e-02
4.43235029795514e+01	9.96907265480329e-01,-5.55262956882725e-02
4.46317973232148e+01	9.96864227895886e-01,-5.59100978126991e-02
4.49422360236178e+01	9.96820593323116e-01,-5.62965189871146e-02
4.52548339959409e+01	9.96776353534526e-01,-5.66855763747640e-02
4.55696062591082e+01	9.96731500190731e-01,-5.70772872363959e-02
4.58865679365084e+01	9.96686024838976e-01,-5.74716689304903e-02
4.62057342567218e+01	9.96639918911643e-01,-5.78687389134785e-02
4.65271205542519e+01	9.96593173724730e-01,-5.82685147399562e-02
4.68507422702619e+01	9.96545780476315e-01,-5.86710140628870e-02
4.71766149533172e+01	9.96497730245006e-01,-5.90762546337992e-02
4.75047542601315e+01	9.96449013988364e-01,-5.94842543029732e-02
4.78351759563200e+01	9.96399622541314e-01,-5.98950310196199e-02
4.81678959171562e+01	9.96349546614526e-01,-6.03086028320513e-02
4.85029301283348e+01	9.96298776792792e-01,-6.07249878878402e-02
4.88402946867399e+01	9.96247303533366e-01,-6.11442044339714e-02
4.91800058012184e+01	9.96195117164296e-01,-6.15662708169828e-02
4.95220797933585e+01	9.96142207882733e-01,-6.19912054830965e-02
4.98665330982741e+01	9.96088565753210e-01,-6.24190269783386e-02
5.02133822653942e+01	9.96034180705921e-01,-6.28497539486500e-02
5.05626439592583e+01	9.95979042534953e-01,-6.32834051399843e-02
5.09143349603169e+01	9.95923140896519e-01,-6.37199993983956e-02
5.12684721657380e+01	9.95866465307157e-01,-6.41595556701145e-02
5.16250725902183e+01	9.95809005141911e-01,-6.46020930016117e-02
5.19841533668013e+01	9.95750749632491e-01,-6.50476305396495e-02
5.23457317477002e+01	9.95691687865413e-01,-6.54961875313213e-02
5.27098251051269e+01	9.95631808780107e-01,-6.59477833240770e-02
5.30764509321265e+01	9.95571101167017e-01,-6.64024373657361e-02
5.34456268434179e+01	9.95509553665666e-01,-6.68601692044865e-02
5.38173705762400e+01	9.95447154762707e-01,-6.73209984888700e-02
5.41916999912041e+01	9.95383892789944e-01,-6.77849449677524e-02
5.45686330731516e+01	9.95319755922335e-01,-6.82520284902801e-02
5.49481879320186e+01	9.95254732175970e-01,-6.87222690058200e-02
5.53303828037058e+01	9.95188809406021e-01,-6.91956865638857e-02
5.57152360509544e+01	9.95121975304677e-01,-6.96723013140462e-02
5.61027661642287e+01	9.95054217399046e-01,-7.01521335058189e-02
5.64929917626044e+01	9.94985523049040e-01,-7.06352034885461e-02
5.68859315946630e+01	9.94915879445230e-01,-7.11215317112540e-02
5.72816045393927e+01	9.94845273606678e-01,-7.16111387224939e-02
5.76800296070957e+01	9.94773692378747e-01,-7.21040451701659e-02
5.80812259403008e+01	9.94701122430881e-01,-7.26002718013235e-02
5.84852128146842e+01	9.94627550254366e-01,-7.30998394619600e-02
5.88920096399946e+01	9.94552962160057e-01,-7.36027690967745e-02
5.93016359609864e+01	9.94477344276087e-01,-7.41090817489189e-02
5.97141114583583e+01	9.94400682545547e-01,-7.46187985597240e-02
6.01294559496994e+01	9.94322962724141e-01,-7.51319407684051e-02
6.05476893904408e+01	9.94244170377812e-01,-7.56485297117458e-02
6.09688318748147e+01	9.94164290880342e-01,-7.61685868237599e-02
6.13929036368197e+01	9.94083309410934e-01,-7.66921336353317e-02
6.18199250511929e+01	9.94001210951751e-01,-7.72191917738323e-02
6.22499166343891e+01	9.93917980285443e-01,-7.77497829627132e-02
6.26828990455661e+01	9.93833601992638e-01,-7.82839290210751e-02
6.31188930875778e+01	9.93748060449410e-01,-7.88216518632129e-02
6.35579197079732e+01	9.93661339824717e-01,-7.93629734981350e-02
6.40000000000029e+01	9.93573424077810e-01,-7.99079160290571e-02
6.44451552036329e+01	9.93484296955619e-01,-8.04565016528693e-02
6.48934067065648e+01	9.93393941990110e-01,-8.10087526595767e-02
6.53447760452633e+01	9.93302342495603e-01,-8.15646914317120e-02
6.57992849059912e+01	9.93209481566083e-01,-8.21243404437201e-02
6.62569551258512e+01	9.93115342072457e-01,-8.26877222613136e-02
6.67178086938348e+01	9.93019906659804e-01,-8.32548595407996e-02
6.71818677518794e+01	9.92923157744584e-01,-8.38257750283748e-02
6.76491545959314e+01	9.92825077511822e-01,-8.44004915593916e-02
6.81196916770182e+01	9.92725647912258e-01,-8.49790320575909e-02
6.85935016023259e+01	9.92624850659480e-01,-8.55614195343038e-02
6.90706071362865e+01	9.92522667227009e-01,-8.61476770876204e-02
6.95510312016709e+01	9.92419078845373e-01,-8.67378279015237e-02
7.00347968806906e+01	9.92314066499138e-01,-8.73318952449906e-02
7.05219274161064e+01	9.92207610923917e-01,-8.79299024710569e-02
7.10124462123454e+01	9.92099692603345e-01,-8.85318730158460e-02
7.15063768366254e+01	9.91990291766022e-01,-8.91378303975622e-02
7.20037430200872e+01	9.91879388382437e-01,-8.97477982154449e-02
7.25045686589345e+01	9.91766962161844e-01,-9.03618001486856e-02
7.30088778155826e+01	9.91652992549128e-01,-9.09798599553053e-02
7.35166947198137e+01	9.91537458721620e-01,-9.16020014709920e-02
7.40280437699419e+01	9.91420339585899e-01,-9.22282486078976e-02
7.45429495339847e+01	9.91301613774551e-01,-9.28586253533924e-02
7.50614367508438e+01	9.91181259642909e-01,-9.34931557687781e-02
7.55835303314935e+01	9.91059255265750e-01,-9.41318639879564e-02
7.61092553601778e+01	9.90935578433969e-01,-9.47747742160539e-02
7.66386370956151e+01	9.90810206651224e-01,-9.54219107280010e-02
7.71717009722124e+01	9.90683117130543e-01,-9.60732978670654e-02
7.77084726012867e+01	9.90554286790906e-01,-9.67289600433378e-02
7.82489777722961e+01	9.90423692253795e-01,-9.73889217321699e-02
7.87932424540784e+01	9.90291309839714e-01,-9.80532074725625e-02
7.93412927960990e+01	9.90157115564675e-01,-9.87218418655050e-02
7.98931551297070e+01	9.90021085136658e-01,-9.93948495722615e-02
8.04488559694009e+01	9.89883193952036e-01,-1.00072255312607e-01
8.10084220141018e+01	9.89743417091977e-01,-1.00754083863009e-01
8.15718801484367e+01	9.89601729318802e-01,-1.01440360054754e-01
8.21392574440299e+01	9.89458105072331e-01,-1.02131108772024e-01
8.27105811608035e+01	9.89312518466180e-01,-1.02826354949905e-01
8.32858787482878e+01	9.89164943284044e-01,-1.03526123572353e-01
8.38651778469393e+01	9.89015352975937e-01,-1.04230439670088e-01
8.44485062894693e+01	9.88863720654412e-01,-1.04939328318436e-01
8.50358921021809e+01	9.88710019090748e-01,-1.05652814635108e-01
8.56273635063153e+01	9.88554220711103e-01,-1.06370923777915e-01
8.62229489194084e+01	9.88396297592645e-01,-1.07093680942421e-01
8.68226769566552e+01	9.88236221459649e-01,-1.07821111359533e-01
8.74265764322856e+01	9.88073963679569e-01,-1.08553240293021e-01
8.80346763609479e+01	9.87909495259079e-01,-1.09290093036977e-01
8.86470059591035e+01	9.87742786840081e-01,-1.10031694913198e-01
8.92635946464303e+01	9.87573808695699e-01,-1.10778071268505e-01
8.98844720472362e+01	9.87402530726228e-01,-1.11529247471989e-01
9.05096679918826e+01	9.87228922455070e-01,-1.12285248912187e-01
9.11392125182171e+01	9.87052953024632e-01,-1.13046100994178e-01
9.17731358730175e+01	9.86874591192207e-01,-1.13811829136613e-01
9.24114685134443e+01	9.86693805325821e-01,-1.14582458768660e-01
9.30542411085045e+01	9.86510563400060e-01,-1.15358015326877e-01
9.37014845405247e+01	9.86324832991866e-01,-1.16138524252005e-01
9.43532299066352e+01	9.86136581276313e-01,-1.16924010985676e-01
9.50095085202639e+01	9.85945775022357e-01,-1.17714500967045e-01
9.56703519126408e+01	9.85752380588561e-01,-1.18510019629335e-01
9.63357918343131e+01	9.85556363918799e-01,-1.19310592396296e-01
9.70058602566703e+01	9.85357690537932e-01,-1.20116244678580e-01
9.76805893734807e+01	9.85156325547474e-01,-1.20927001870029e-01
9.83600116024378e+01	9.84952233621217e-01,-1.21742889343866e-01
9.90441595867180e+01	9.84745379000857e-01,-1.22563932448807e-01
9.97330661965490e+01	9.84535725491583e-01,-1.23390156505066e-01
1.00426764530789e+02	9.84323236457658e-01,-1.24221586800280e-01
1.01125287918517e+02	9.84107874817970e-01,-1.25058248585325e-01
1.01828669920635e+02	9.83889603041577e-01,-1.25900167070044e-01
1.02536944331477e+02	9.83668383143229e-01,-1.26747367418873e-01
1.03250145180437e+02	9.83444176678873e-01,-1.27599874746360e-01
1.03968306733603e+02	9.83216944741145e-01,-1.28457714112593e-01
1.04691463495401e+02	9.82986647954850e-01,-1.29320910518515e-01
1.05419650210255e+02	9.82753246472420e-01,-1.30189488901134e-01
1.06152901864254e+02	9.82516699969374e-01,-1.31063474128628e-01
1.06891253686837e+02	9.82276967639749e-01,-1.31942890995340e-01
1.07634741152481e+02	9.82034008191542e-01,-1.32827764216659e-01
1.08383399982409e+02	9.81787779842122e-01,-1.33718118423792e-01
1.09137266146304e+02	9.81538240313648e-01,-1.34613978158421e-01
1.09896375864038e+02	9.81285346828477e-01,-1.35515367867235e-01
1.10660765607412e+02	9.81029056104569e-01,-1.36422311896359e-01
1.11430472101910e+02	9.80769324350878e-01,-1.37334834485646e-01
1.12205532328458e+02	9.80506107262757e-01,-1.38252959762862e-01
1.12985983525210e+02	9.80239360017347e-01,-1.39176711737735e-01
1.13771863189327e+02	9.79969037268976e-01,-1.40106114295887e-01
1.14563209078786e+02	9.79695093144556e-01,-1.41041191192630e-01
1.15360059214192e+02	9.79417481238982e-01,-1.41981966046643e-01
1.16162451880603e+02	9.79136154610545e-01,-1.42928462333505e-01
1.16970425629369e+02	9.78851065776336e-01,-1.43880703379109e-01
1.17784019279990e+02	9.78562166707677e-01,-1.44838712352925e-01
1.18603271921974e+02	9.78269408825549e-01,-1.45802512261139e-01
1.19428222916718e+02	9.77972742996038e-01,-1.46772125939646e-01
1.20258911899400e+02	9.77672119525794e-01,-1.47747576046903e-01
1.21095378780883e+02	9.77367488157508e-01,-1.48728885056640e-01
1.21937663749630e+02	9.77058798065405e-01,-1.49716075250426e-01
1.22785807273640e+02	9.76745997850758e-01,-1.50709168710086e-01
1.23639850102387e+02	9.76429035537427e-01,-1.51708187309971e-01
1.24499833268779e+02	9.76107858567418e-01,-1.52713152709081e-01
1.25365798091133e+02	9.75782413796477e-01,-1.53724086343024e-01
1.26237786175157e+02	9.75452647489705e-01,-1.54741009415832e-01
1.27115839415947e+02	9.75118505317208e-01,-1.55763942891615e-01
1.28000000000007e+02	9.74779932349788e-01,-1.56792907486055e-01
1.28890310407267e+02	9.74436873054662e-01,-1.57827923657745e-01
1.29786813413131e+02	9.74089271291224e-01,-1.58869011599357e-01
1.30689552090528e+02	9.73737070306853e-01,-1.59916191228654e-01
1.31598569811984e+02	9.73380212732765e-01,-1.60969482179331e-01
1.32513910251703e+02	9.73018640579908e-01,-1.62028903791687e-01
1.33435617387671e+02	9.72652295234916e-01,-1.63094475103130e-01
1.34363735503760e+02	9.72281117456115e-01,-1.64166214838509e-01
1.35298309191864e+02	9.71905047369583e-01,-1.65244141400267e-01
1.36239383354037e+02	9.71524024465278e-01,-1.66328272858429e-01
1.37187003204653e+02	9.71137987593223e-01,-1.67418626940398e-01
1.38141214272574e+02	9.70746874959763e-01,-1.68515221020587e-01
1.39102062403343e+02	9.70350624123894e-01,-1.69618072109855e-01
1.40069593761382e+02	9.69949171993660e-01,-1.70727196844770e-01
1.41043854832214e+02	9.69542454822642e-01,-1.71842611476686e-01
1.42024892424692e+02	9.69130408206511e-01,-1.72964331860625e-01
1.43012753673252e+02	9.68712967079683e-01,-1.74092373443985e-01
1.44007486040175e+02	9.68290065712058e-01,-1.75226751255042e-01
1.45009137317870e+02	9.67861637705850e-01,-1.76367479891277e-01
1.46017755631166e+02	9.67427615992521e-01,-1.77514573507496e-01
1.47033389439629e+02	9.66987932829817e-01,-1.78668045803760e-01
1.48056087539885e+02	9.66542519798904e-01,-1.79827910013126e-01
1.49085899067971e+02	9.66091307801628e-01,-1.80994178889178e-01
1.50122873501689e+02	9.65634227057878e-01,-1.82166864693369e-01
1.51167060662988e+02	9.65171207103079e-01,-1.83345979182158e-01
1.52218510720357e+02	9.64702176785807e-01,-1.84531533593944e-01
1.53277274191231e+02	9.64227064265533e-01,-1.85723538635804e-01
1.54343401944426e+02	9.63745797010507e-01,-1.86922004470018e-01
1.55416945202575e+02	9.63258301795780e-01,-1.88126940700396e-01
1.56497955544593e+02	9.62764504701367e-01,-1.89338356358395e-01
1.57586484908158e+02	9.62264331110572e-01,-1.90556259889030e-01
1.58682585592199e+02	9.61757705708460e-01,-1.91780659136576e-01
1.59786310259415e+02	9.61244552480494e-01,-1.93011561330064e-01
1.60897711938803e+02	9.60724794711343e-01,-1.94248973068563e-01
1.62016844028205e+02	9.60198354983857e-01,-1.95492900306256e-01
1.63143760296875e+02	9.59665155178231e-01,-1.96743348337301e-01
1.64278514888061e+02	9.59125116471343e-01,-1.98000321780485e-01
1.65421162321608e+02	9.58578159336291e-01,-1.99263824563664e-01
1.66571757496577e+02	9.58024203542130e-01,-2.00533859907989e-01
1.67730355693880e+02	9.57463168153804e-01,-2.01810430311925e-01
1.68897012578940e+02	9.56894971532297e-01,-2.03093537535052e-01
1.70071784204363e+02	9.56319531334997e-01,-2.04383182581661e-01
1.71254727012632e+02	9.55736764516288e-01,-2.05679365684128e-01
1.72445897838818e+02	9.55146587328365e-01,-2.06982086286091e-01
1.73645353913312e+02	9.54548915322296e-01,-2.08291343025398e-01
1.74853152864573e+02	9.53943663349323e-01,-2.09607133716858e-01
1.76069352721897e+02	9.53330745562412e-01,-2.10929455334781e-01
1.77294011918208e+02	9.52710075418076e-01,-2.12258303995298e-01
1.78527189292862e+02	9.52081565678442e-01,-2.13593674938488e-01
1.79768944094474e+02	9.51445128413616e-01,-2.14935562510288e-01
1.81019335983766e+02	9.50800675004312e-01,-2.16283960144197e-01
1.82278425036436e+02	9.50148116144778e-01,-2.17638860342787e-01
1.83546271746036e+02	9.49487361846019e-01,-2.19000254658997e-01
1.84822937026890e+02	9.48818321439323e-01,-2.20368133677237e-01
1.86108482217010e+02	9.48140903580099e-01,-2.21742486994289e-01
1.87402969081051e+02	9.47455016252043e-01,-2.23123303200012e-01
1.88706459813272e+02	9.46760566771622e-01,-2.24510569857855e-01
1.90019017040529e+02	9.46057461792911e-01,-2.25904273485177e-01
1.91340703825283e+02	9.45345607312758e-01,-2.27304399533380e-01
1.92671583668628e+02	9.44624908676322e-01,-2.28710932367853e-01
1.94011720513342e+02	9.43895270582959e-01,-2.30123855247738e-01
1.95361178746963e+02	9.43156597092491e-01,-2.31543150305517e-01
1.96720023204877e+02	9.42408791631853e-01,-2.32968798526420e-01
1.98088319173437e+02	9.41651757002122e-01,-2.34400779727668e-01
1.99466132393100e+02	9.40885395385957e-01,-2.35839072537542e-01
2.00853529061580e+02	9.40109608355441e-01,-2.37283654374296e-01
2.02250575837036e+02	9.39324296880334e-01,-2.38734501424909e-01
2.03657339841271e+02	9.38529361336764e-01,-2.40191588623685e-01
2.05073888662955e+02	9.37724701516343e-01,-2.41654889630705e-01
2.06500290360876e+02	9.36910216635732e-01,-2.43124376810138e-01
2.07936613467208e+02	9.36085805346658e-01,-2.44600021208415e-01
2.09382926990804e+02	9.35251365746396e-01,-2.46081792532273e-01
2.10839300420511e+02	9.34406795388725e-01,-2.47569659126676e-01
2.12305803728509e+02	9.33551991295356e-01,-2.49063587952618e-01
2.13782507373675e+02	9.32686849967866e-01,-2.50563544564817e-01
2.15269482304964e+02	9.31811267400123e-01,-2.52069493089305e-01
2.16766799964820e+02	9.30925139091222e-01,-2.53581396200926e-01
2.18274532292610e+02	9.30028360058945e-01,-2.55099215100742e-01
2.19792751728078e+02	9.29120824853746e-01,-2.56622909493366e-01
2.21321531214827e+02	9.28202427573281e-01,-2.58152437564220e-01
2.22860944203821e+02	9.27273061877477e-01,-2.59687755956737e-01
2.24411064656918e+02	9.26332621004164e-01,-2.61228819749506e-01
2.25971967050421e+02	9.25380997785278e-01,-2.62775582433379e-01
2.27543726378655e+02	9.24418084663630e-01,-2.64327995888546e-01
2.29126418157575e+02	9.23443773710273e-01,-2.65886010361589e-01
2.30720118428386e+02	9.22457956642452e-01,-2.67449574442519e-01
2.32324903761207e+02	9.21460524842164e-01,-2.69018635041827e-01
2.33940851258740e+02	9.20451369375334e-01,-2.70593137367537e-01
2.35568038559982e+02	9.19430381011605e-01,-2.72173024902285e-01
2.37206543843949e+02	9.18397450244767e-01,-2.73758239380439e-01
2.38856445833437e+02	9.17352467313817e-01,-2.75348720765268e-01
2.40517823798801e+02	9.16295322224673e-01,-2.76944407226171e-01
2.42190757561767e+02	9.15225904772547e-01,-2.78545235115986e-01
2.43875327499263e+02	9.14144104564970e-01,-2.80151138948389e-01
2.45571614547282e+02	9.13049811045505e-01,-2.81762051375398e-01
2.47279700204775e+02	9.11942913518131e-01,-2.83377903165002e-01
2.48999666537560e+02	9.10823301172318e-01,-2.84998623178919e-01
2.50731596182268e+02	9.09690863108794e-01,-2.86624138350508e-01
2.52475572350315e+02	9.08545488366026e-01,-2.88254373662856e-01
2.54231678831897e+02	9.07387065947394e-01,-2.89889252127039e-01
2.56000000000015e+02	9.06215484849095e-01,-2.91528694760592e-01
2.57780620814536e+02	9.05030634088767e-01,-2.93172620566198e-01
2.59573626826263e+02	9.03832402734831e-01,-2.94820946510612e-01
2.61379104181057e+02	9.02620679936588e-01,-2.96473587503845e-01
2.63197139623969e+02	9.01395354955034e-01,-2.98130456378616e-01
2.65027820503409e+02	9.00156317194439e-01,-2.99791463870111e-01
2.66871234775343e+02	8.98903456234659e-01,-3.01456518596039e-01
2.68727471007522e+02	8.97636661864216e-01,-3.03125527037040e-01
2.70596618383730e+02	8.96355824114128e-01,-3.04798393517437e-01
2.72478766708077e+02	8.95060833292501e-01,-3.06475020186368e-01
2.74374006409308e+02	8.93751580019889e-01,-3.08155306999313e-01
2.76282428545150e+02	8.92427955265415e-01,-3.09839151700048e-01
2.78204124806688e+02	8.91089850383666e-01,-3.11526449803034e-01
2.80139187522767e+02	8.89737157152354e-01,-3.13217094576272e-01
2.82087709664430e+02	8.88369767810755e-01,-3.14910977024651e-01
2.84049784849386e+02	8.86987575098909e-01,-3.16607985873803e-01
2.86025507346506e+02	8.85590472297600e-01,-3.18308007554497e-01
2.88014972080353e+02	8.84178353269104e-01,-3.20010926187590e-01
2.90018274635742e+02	8.82751112498706e-01,-3.21716623569568e-01
2.92035511262335e+02	8.81308645136982e-01,-3.23424979158690e-01
2.94066778879259e+02	8.79850847042852e-01,-3.25135870061776e-01
