time	VR	Vout	Vin
3.029115535683171e-03	-6.290326e-01	-3.595179e-01	-9.885505e-01
3.040276249968886e-03	-6.019060e-01	-3.942421e-01	-9.961481e-01
3.054227142826028e-03	-5.641896e-01	-4.354727e-01	-9.996623e-01
3.068178035683171e-03	-5.236461e-01	-4.734634e-01	-9.971095e-01
3.082128928540314e-03	-4.802756e-01	-5.082140e-01	-9.884896e-01
3.096079821397457e-03	-4.340781e-01	-5.397246e-01	-9.738027e-01
3.110030714254600e-03	-3.850536e-01	-5.679952e-01	-9.530488e-01
3.123981607111743e-03	-3.332021e-01	-5.930257e-01	-9.262278e-01
3.137932499968886e-03	-2.785235e-01	-6.148162e-01	-8.933398e-01
3.145744999968886e-03	-2.473850e-01	-6.251269e-01	-8.725119e-01
3.153557499968886e-03	-2.159191e-01	-6.341808e-01	-8.500999e-01
3.161369999968886e-03	-1.841258e-01	-6.419779e-01	-8.261037e-01
3.169182499968886e-03	-1.520051e-01	-6.485181e-01	-8.005233e-01
3.176994999968886e-03	-1.195571e-01	-6.538016e-01	-7.733587e-01
3.184807499968886e-03	-8.678170e-02	-6.578283e-01	-7.446100e-01
3.192619999968886e-03	-5.367893e-02	-6.605982e-01	-7.142771e-01
3.196526249968886e-03	-3.714299e-02	-6.614853e-01	-6.986283e-01
3.200432499968886e-03	-2.060909e-02	-6.620496e-01	-6.826587e-01
3.204338749968886e-03	-4.077225e-03	-6.622908e-01	-6.663680e-01
3.208244999968886e-03	1.245260e-02	-6.622091e-01	-6.497565e-01
3.212151249968886e-03	2.898038e-02	-6.618044e-01	-6.328241e-01
3.216057499968886e-03	4.550613e-02	-6.610768e-01	-6.155707e-01
3.219963749968886e-03	6.202984e-02	-6.600262e-01	-5.979964e-01
3.228892321397457e-03	9.985942e-02	-6.563673e-01	-5.565079e-01
3.237820892826029e-03	1.372002e-01	-6.510815e-01	-5.138812e-01
3.246749464254600e-03	1.740523e-01	-6.441687e-01	-4.701164e-01
3.255678035683171e-03	2.104156e-01	-6.356290e-01	-4.252134e-01
3.264606607111743e-03	2.462902e-01	-6.254624e-01	-3.791722e-01
3.273535178540314e-03	2.816760e-01	-6.136688e-01	-3.319928e-01
3.282463749968886e-03	3.165731e-01	-6.002483e-01	-2.836753e-01
3.289160178540314e-03	3.421344e-01	-5.891744e-01	-2.470400e-01
3.295856607111743e-03	3.671181e-01	-5.773016e-01	-2.101835e-01
3.302553035683171e-03	3.915241e-01	-5.646301e-01	-1.731060e-01
3.309249464254600e-03	4.153525e-01	-5.511597e-01	-1.358072e-01
3.315945892826029e-03	4.386032e-01	-5.368905e-01	-9.828736e-02
3.322642321397457e-03	4.612762e-01	-5.218226e-01	-6.054633e-02
3.329338749968886e-03	4.833717e-01	-5.059558e-01	-2.258416e-02
3.332128928540314e-03	4.923454e-01	-4.991455e-01	-6.800053e-03
3.334919107111743e-03	5.011913e-01	-4.922153e-01	8.975936e-03
3.337709285683171e-03	5.099091e-01	-4.851653e-01	2.474381e-02
3.340499464254600e-03	5.184990e-01	-4.779954e-01	4.050356e-02
3.343289642826029e-03	5.269608e-01	-4.707057e-01	5.625519e-02
3.346079821397457e-03	5.352948e-01	-4.632961e-01	7.199870e-02
3.348869999968886e-03	5.435007e-01	-4.557666e-01	8.773409e-02
3.357798571397458e-03	5.689604e-01	-4.307587e-01	1.382017e-01
3.366727142826029e-03	5.928299e-01	-4.048252e-01	1.880047e-01
3.375655714254600e-03	6.151092e-01	-3.779661e-01	2.371431e-01
3.384584285683172e-03	6.357983e-01	-3.501813e-01	2.856170e-01
3.393512857111743e-03	6.548972e-01	-3.214708e-01	3.334264e-01
3.402441428540314e-03	6.724059e-01	-2.918347e-01	3.805712e-01
3.411369999968886e-03	6.883244e-01	-2.612730e-01	4.270514e-01
3.419740535683172e-03	7.015869e-01	-2.320147e-01	4.695721e-01
3.428111071397458e-03	7.132233e-01	-2.024049e-01	5.108185e-01
3.436481607111743e-03	7.232338e-01	-1.724434e-01	5.507903e-01
3.444852142826029e-03	7.316182e-01	-1.421304e-01	5.894878e-01
3.453222678540314e-03	7.383766e-01	-1.114658e-01	6.269108e-01
3.461593214254600e-03	7.435090e-01	-8.044961e-02	6.630594e-01
3.469963749968886e-03	7.470153e-01	-4.908183e-02	6.979335e-01
3.474428035683172e-03	7.481785e-01	-3.236756e-02	7.158109e-01
3.478892321397458e-03	7.488646e-01	-1.565928e-02	7.332053e-01
3.483356607111743e-03	7.490738e-01	1.043022e-03	7.501168e-01
3.487820892826029e-03	7.488060e-01	1.773934e-02	7.665453e-01
3.492285178540314e-03	7.480612e-01	3.442968e-02	7.824909e-01
3.496749464254600e-03	7.468394e-01	5.111404e-02	7.979534e-01
3.501213749968886e-03	7.451406e-01	6.779242e-02	8.129330e-01
3.510700357111743e-03	7.398816e-01	1.032668e-01	8.431484e-01
3.520186964254600e-03	7.325639e-01	1.381975e-01	8.707614e-01
3.529673571397458e-03	7.231877e-01	1.725844e-01	8.957721e-01
3.539160178540314e-03	7.117528e-01	2.064276e-01	9.181804e-01
3.548646785683172e-03	6.982594e-01	2.397271e-01	9.379864e-01
3.558133392826029e-03	6.827073e-01	2.724828e-01	9.551901e-01
3.567619999968886e-03	6.650967e-01	3.046948e-01	9.697915e-01
3.583244999968886e-03	6.312199e-01	3.562294e-01	9.874494e-01
3.598869999968886e-03	5.932534e-01	4.041342e-01	9.973876e-01
3.614494999968886e-03	5.511970e-01	4.484091e-01	9.996061e-01
3.630119999968886e-03	5.050508e-01	4.890542e-01	9.941050e-01
3.645744999968886e-03	4.548148e-01	5.260693e-01	9.808841e-01
3.661369999968886e-03	4.004890e-01	5.594545e-01	9.599435e-01
3.676994999968886e-03	3.420734e-01	5.892099e-01	9.312833e-01
3.686481607111743e-03	3.055740e-01	6.046574e-01	9.102314e-01
3.695968214254601e-03	2.684675e-01	6.182827e-01	8.867502e-01
3.705454821397458e-03	2.307539e-01	6.300857e-01	8.608397e-01
3.714941428540315e-03	1.924332e-01	6.400667e-01	8.324999e-01
3.724428035683172e-03	1.535054e-01	6.482254e-01	8.017308e-01
3.733914642826029e-03	1.139705e-01	6.545619e-01	7.685324e-01
3.743401249968886e-03	7.382846e-02	6.590763e-01	7.329047e-01
3.748423571397458e-03	5.258808e-02	6.606646e-01	7.132527e-01
3.753445892826029e-03	3.134811e-02	6.617192e-01	6.930673e-01
3.758468214254601e-03	1.010857e-02	6.622401e-01	6.723487e-01
3.763490535683172e-03	-1.113056e-02	6.622273e-01	6.510967e-01
3.768512857111743e-03	-3.236927e-02	6.616808e-01	6.293115e-01
3.773535178540315e-03	-5.360756e-02	6.606005e-01	6.069930e-01
3.778557499968886e-03	-7.484543e-02	6.589866e-01	5.841411e-01
3.788044107111743e-03	-1.149805e-01	6.544238e-01	5.394433e-01
3.797530714254601e-03	-1.545056e-01	6.480396e-01	4.935340e-01
3.807017321397458e-03	-1.934208e-01	6.398340e-01	4.464132e-01
3.816503928540315e-03	-2.317261e-01	6.298068e-01	3.980808e-01
3.825990535683172e-03	-2.694214e-01	6.179583e-01	3.485369e-01
3.835477142826029e-03	-3.065068e-01	6.042882e-01	2.977814e-01
3.844963749968886e-03	-3.429822e-01	5.887967e-01	2.458145e-01
3.850544107111744e-03	-3.638720e-01	5.789076e-01	2.150356e-01
3.856124464254601e-03	-3.843497e-01	5.684697e-01	1.841200e-01
3.861704821397458e-03	-4.044152e-01	5.574829e-01	1.530677e-01
3.867285178540315e-03	-4.240688e-01	5.459473e-01	1.218786e-01
3.872865535683172e-03	-4.433102e-01	5.338629e-01	9.055272e-02
3.878445892826029e-03	-4.621396e-01	5.212297e-01	5.909012e-02
3.884026249968886e-03	-4.805569e-01	5.080476e-01	2.749076e-02
3.887374464254601e-03	-4.913589e-01	4.999047e-01	8.545764e-03
3.890722678540315e-03	-5.019755e-01	4.915901e-01	-1.038534e-02
3.894070892826029e-03	-5.124066e-01	4.831040e-01	-2.930255e-02
3.897419107111744e-03	-5.226522e-01	4.744463e-01	-4.820588e-02
3.900767321397458e-03	-5.327124e-01	4.656170e-01	-6.709532e-02
3.904115535683172e-03	-5.425871e-01	4.566162e-01	-8.597087e-02
3.907463749968886e-03	-5.522763e-01	4.474438e-01	-1.048325e-01
3.930901249968884e-03	-6.143088e-01	3.789918e-01	-2.353171e-01
3.939829821397454e-03	-6.352649e-01	3.509061e-01	-2.843588e-01
3.948758392826024e-03	-6.544923e-01	3.221148e-01	-3.323776e-01
3.957686964254595e-03	-6.719913e-01	2.926179e-01	-3.793734e-01
3.966615535683166e-03	-6.877616e-01	2.624155e-01	-4.253462e-01
3.975544107111736e-03	-7.018034e-01	2.315074e-01	-4.702960e-01
3.984472678540307e-03	-7.141166e-01	1.998938e-01	-5.142228e-01
3.993401249968877e-03	-7.247013e-01	1.675746e-01	-5.571266e-01
3.997307499968876e-03	-7.287383e-01	1.533868e-01	-5.753515e-01
4.000000000000000e-03	-7.313564e-01	1.435712e-01	-5.877852e-01
